Accession,STD Annot.,Curated Loc.
AT3G24200.1,"FAD/NAD(P)-binding oxidoreductase family protein; FUNCTIONS IN: FAD binding, monooxygenase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NADH or NADPH as one donor, and incorporation of one atom of oxygen; INVOLVED IN: oxidation reduction, ubiquinone biosynthetic process; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 (InterPro:IPR010971), Monooxygenase, FAD-binding (InterPro:IPR002938), Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6, conserved site (InterPro:IPR018168); Has 9026 Blast hits to 9022 proteins in 1487 species: Archae - 8; Bacteria - 6037; Metazoa - 152; Fungi - 512; Plants - 106; Viruses - 0; Other Eukaryotes - 2211 (source: NCBI BLink).",mitochondria
AT3G24200.2,FAD/NAD(P)-binding oxidoreductase family protein,mitochondria
AT3G25120.1,Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein,mitochondria
AT3G25660.1,Amidase family protein,plastid stroma; mitochondria
AT3G25740.1,"Encodes a plastid localized methionine aminopeptidase. Formerly called MAP1C, now called MAP1B.",plastid; mitochondria
AT3G27240.1,Cytochrome C1 family,mitochondria
AT3G27280.1,"Part of protein complexes that are necessary for proficient mitochondrial function or biogenesis, thereby supporting cell division and differentiation in apical tissues",mitochondria
AT3G27280.2,"Part of protein complexes that are necessary for proficient mitochondrial function or biogenesis, thereby supporting cell division and differentiation in apical tissues",mitochondria
AT3G27380.1,"One of three isoforms of the iron-sulfur component of the succinate dehydrogenase complex, a component of the mitochondrial respiratory chain complex II. The product of the nuclear encoded gene is imported into the mitochondrion. Expressed during germination and post-germinative growth.",mitochondria
AT3G27380.2,succinate dehydrogenase 2-1,mitochondria
AT3G27930.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; Has 35 Blast hits to 35 proteins,mitochondria
AT3G27930.2,unknown protein; FUNCTIONS IN: molecular_function unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages.,mitochondria
AT3G45770.1,"Polyketide synthase, enoylreductase family protein",mitochondria
AT3G45770.2,"Polyketide synthase, enoylreductase family protein; FUNCTIONS IN: copper ion binding, zinc ion binding, ATP binding; INVOLVED IN: oxidation reduction, metabolic process; LOCATED IN: mitochondrion, chloroplast; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: GroES-like (InterPro:IPR011032), NAD(P)-binding domain (InterPro:IPR016040), Alcohol dehydrogenase GroES-like (InterPro:IPR013154), Alcohol dehydrogenase, C-terminal (InterPro:IPR013149), Alcohol dehydrogenase superfamily, zinc-containing (InterPro:IPR002085); BEST Arabidopsis thaliana protein match is: ARP protein (REF) (TAIR:AT1G49670.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",mitochondria
AT3G46100.1,Histidyl-tRNA synthetase 1,plastid stroma; mitochondria
AT3G46950.1,Mitochondrial transcription termination factor family protein; CONTAINS InterPro DOMAIN/s: Mitochodrial transcription termination factor-related (InterPro:IPR003690); BEST Arabidopsis thaliana protein match is: Mitochondrial transcription termination factor family protein (TAIR:AT1G61960.1); Has 1049 Blast hits to 852 proteins in 58 species: Archae - 2; Bacteria - 13; Metazoa - 40; Fungi - 2; Plants - 981; Viruses - 0; Other Eukaryotes - 11 (source: NCBI BLink).,mitochondria
AT3G47833.1,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G62575.2); Has 42 Blast hits to 42 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 42; Viruses - 0; Other Eukaryotes - 0 (source:,mitochondria
AT3G47930.1,"L-galactono-1,4-lactone dehydrogenase",mitochondria
AT3G47930.2,"L-Galactono-1,4-lactone dehydrogenase, catalyzes the final step of ascorbate biosynthesis",mitochondria
AT3G48000.1,aldehyde dehydrogenase 2B4,mitochondria
AT3G48110.1,glycine-tRNA ligases,plastid stroma; mitochondria
AT3G48680.1,gamma carbonic anhydrase-like 2,mitochondria
AT3G49240.1,Pentatricopeptide repeat (PPR) superfamily protein,mitochondria
AT3G49560.1,"Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein; FUNCTIONS IN: protein transporter activity, P-P-bond-hydrolysis-driven protein transmembrane transporter activity; INVOLVED IN: protein transport; LOCATED IN: in 6 components; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Sterile alpha motif, type 1 (InterPro:IPR021129), Mitochondrial inner membrane translocase complex, subunit Tim17/22 (InterPro:IPR003397); BEST Arabidopsis thaliana protein match is: Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein (TAIR:AT5G24650.1); Has 96 Blast hits to 94 proteins in 24 species: Archae - 0; Bacteria - 0; Metazoa - 4; Fungi - 0; Plants - 87; Viruses - 0; Other Eukaryotes - 5 (source: NCBI BLink).",mitochondria; envelope-inner-integral
AT3G51790.1,transmembrane protein G1P-related 1,mitochondria
AT3G52200.1,"Dihydrolipoamide acetyltransferase, long form protein",mitochondria
AT3G52200.2,"dihydrolipoamide S-acetyltransferase (LTA3) mRNA, nuclear",mitochondria
AT3G52300.1,"ATP synthase D chain, mitochondrial",mitochondria
AT3G52300.2,"ATP synthase D chain, mitochondrial (ATPQ); FUNCTIONS IN: copper ion binding, zinc ion binding; INVOLVED IN: response to salt stress; LOCATED IN: mitochondrion, cytosolic ribosome, nucleolus, chloroplast, plasma membrane; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 16 growth stages; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",mitochondria
AT3G54110.1,plant uncoupling mitochondrial protein 1,mitochondria
AT3G55400.1,methionyl-tRNA synthetase / methionine--tRNA ligase / MetRS (cpMetRS),plastid stroma; mitochondria
AT3G55400.2,methionyl-tRNA synthetase / methionine--tRNA ligase / MetRS (cpMetRS),plastid stroma; mitochondria
AT3G55410.1,"2-oxoglutarate dehydrogenase, E1 component",mitochondria
AT3G55640.1,Mitochondrial substrate carrier family protein,peroxisome; mitochondria
AT3G57090.1,Tetratricopeptide repeat (TPR)-like superfamily protein,plastid; peroxisome; mitochondria
AT3G58140.1,phenylalanyl-tRNA synthetase class IIc family protein,plastid stroma; mitochondria
AT3G59760.1,Arabidopsis thaliana O-acetylserine (thiol) lyase (OAS-TL) isoform oasC,mitochondria
AT3G59760.2,Arabidopsis thaliana O-acetylserine (thiol) lyase (OAS-TL) isoform oasC,mitochondria
AT3G59760.3,Arabidopsis thaliana O-acetylserine (thiol) lyase (OAS-TL) isoform oasC,mitochondria
AT3G60190.1,DYNAMIN-like 1E,mitochondria
AT3G60400.1,Mitochondrial transcription termination factor family protein,mitochondria
AT3G61440.1,cysteine synthase C1,mitochondria
AT3G61440.2,"Encodes a cysteine synthase isomer CysC1. The isomer is however less effective in cysteine biosynthesis. It is involved in beta-cyanoalanine biosynthesis, an intermediate of cyanide detoxification pathway.",mitochondria
AT3G61440.3,cysteine synthase C1,mitochondria
AT3G61530.1,Encodes a ketopentoate hydroxymethyltransferase that appears to localize to the mitochondria. This protein is expected to play a role in pantothenate (vitamin B5) biosynthesis.,mitochondria
AT3G61530.2,Phosphoenolpyruvate carboxylase family protein,mitochondria
AT3G62530.1,"ARM repeat superfamily protein; FUNCTIONS IN: lyase activity, zinc ion binding, metal ion binding; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, nucleolus, chloroplast, phycobilisome; CONTAINS InterPro DOMAIN/s: Armadillo-like helical (InterPro:IPR011989), Armadillo-type fold (InterPro:IPR016024), PBS lyase HEAT-like repeat (InterPro:IPR004155); BEST Arabidopsis thaliana protein match is: ARM repeat superfamily protein (TAIR:AT3G58180.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",plastid; mitochondria
AT3G63150.1,Encodes a calcium binding GTPases that is localized to the mitochondrion and is involved in salt stress response.,mitochondria
AT4G00290.1,Mechanosensitive ion channel protein,mitochondria
AT4G00570.1,NAD-dependent malic enzyme 2,mitochondria
AT4G01100.1,adenine nucleotide transporter 1,mitochondria
AT4G01100.2,adenine nucleotide transporter 1,mitochondria
AT4G01660.1,ABC transporter 1,mitochondria; mitochondria
AT4G02580.1,"NADH-ubiquinone oxidoreductase 24 kDa subunit, putative",mitochondria
AT4G02990.1,Mitochondrial transcription termination factor family protein,plastid; mitochondria
AT4G03320.1,"Encodes a component of the TIC (translocon at the inner envelope membrane of chloroplasts) protein translocation machinery mediating the protein translocation across the inner envelope of plastids. The Arabidopsis genome encodes four Tic20 homologous proteins, AT1G04940(Tic20-I), AT2G47840(Tic20-II), AT4G03320(Tic20-IV) and AT5G55710(Tic20-V).",mitochondria; envelope-inner-integral
AT4G04080.1,"Encodes a mitochondrial protein similar to E.coli IscU. In bacteria, IscU is a scaffold protein accepting sulfur and iron to build a transient Fe-S cluster,which is subsequently transferred to a target apoprotein.",mitochondria
AT4G04320.1,malonyl-CoA decarboxylase family protein,peroxisome; mitochondria
AT4G04320.2,malonyl-CoA decarboxylase family protein,peroxisome; mitochondria
AT4G05020.1,NAD(P)H dehydrogenase B2,mitochondria
AT4G05020.2,"NAD(P)H dehydrogenase B2 (NDB2); FUNCTIONS IN: disulfide oxidoreductase activity, oxidoreductase activity, FAD binding, calcium ion binding; INVOLVED IN: oxidation reduction; LOCATED IN: mitochondrion, extrinsic to mitochondrial inner membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: FAD-dependent pyridine nucleotide-disulphide oxidoreductase (InterPro:IPR013027), EF-Hand 1, calcium-binding site (InterPro:IPR018247), Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region (InterPro:IPR001327), EF-HAND 2 (InterPro:IPR018249), Calcium-binding EF-hand (InterPro:IPR002048); BEST Arabidopsis thaliana protein match is: NAD(P)H dehydrogenase B3 (TAIR:AT4G21490.1).",mitochondria
AT4G08390.1,"Encodes a chloroplastic stromal ascorbate peroxidase sAPX. Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells. Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms.",plastid stroma; mitochondria
AT4G08390.2,"Encodes a chloroplastic stromal ascorbate peroxidase sAPX. Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells. Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms.",plastid stroma; mitochondria
AT4G08390.3,"Encodes a chloroplastic stromal ascorbate peroxidase sAPX. Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells. Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms.",plastid stroma; mitochondria
AT4G08390.4,"Encodes a chloroplastic stromal ascorbate peroxidase sAPX. Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells. Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms.",plastid stroma; mitochondria
AT4G08870.1,Encodes one of the two arginase in the genome. Gene expression is enhanced by methyl jasmonate treatment. It is involved in the defense response to B.cinerea.,mitochondria
AT4G08870.2,Encodes one of the two arginase in the genome. Gene expression is enhanced by methyl jasmonate treatment. It is involved in the defense response to B.cinerea.,mitochondria
AT4G08900.1,arginase,mitochondria
AT4G10040.1,cytochrome c-2,mitochondria
AT4G11010.1,"nucleoside diphosphate kinase 3 (ndpk3), located to the inter-membrane space in mitochondria",mitochondria
AT4G12130.1,Glycine cleavage T-protein family,mitochondria
AT4G13850.1,Encodes a glycine-rich RNA-binding protein. Gene expression is induced by cold.,mitochondria
AT4G13850.2,glycine-rich RNA-binding protein 2,mitochondria
AT4G13850.3,glycine-rich RNA-binding protein 2,mitochondria
AT4G13850.4,glycine-rich RNA-binding protein 2,mitochondria
AT4G14050.1,Pentatricopeptide repeat (PPR) superfamily protein,mitochondria
AT4G15720.1,Tetratricopeptide repeat (TPR)-like superfamily protein; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: mitochondrial editing factor 22 (TAIR:AT3G12770.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,mitochondria
AT4G15940.1,Fumarylacetoacetate (FAA) hydrolase family,mitochondria
AT4G16450.1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: photorespiration; LOCATED IN: mitochondrion, mitochondrial membrane, mitochondrial respiratory chain complex I, respiratory chain complex I, membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",mitochondria
AT4G16450.2,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: photorespiration; LOCATED IN: mitochondrion, mitochondrial membrane, mitochondrial respiratory chain complex I, respiratory chain complex I; EXPRESSED IN: 25 plant structures; EX",mitochondria
AT4G17300.1,Class II aminoacyl-tRNA and biotin synthetases superfamily protein,plastid stroma; mitochondria
AT4G20020.1,Encodes a protein involved in RNA editing in mitochondria.,mitochondria
AT4G20020.2,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G44780.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Euka,mitochondria
AT4G20150.1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, plasma membrane, mitochondrial respiratory chain complex I, respiratory chain complex I; EXPRESSED IN: 24 plant structures;",mitochondria
AT4G22220.1,SufE/NifU family protein,mitochondria
AT4G23660.1,Encodes para-hydroxy benzoate polyprenyl diphosphate transferase. The enzyme was shown to be able to use a wide range of prenyl substrates : from GPP (C10) to decaprenyl diphosphate (C50).,mitochondria
AT4G23660.2,polyprenyltransferase 1,mitochondria
AT4G23660.3,Encodes para-hydroxy benzoate polyprenyl diphosphate transferase. The enzyme was shown to be able to use a wide range of prenyl substrates : from GPP (C10) to decaprenyl diphosphate (C50).,mitochondria
AT4G25200.1,mitochondrion-localized small heat shock protein 23.6,mitochondria
AT4G25840.1,"glycerol-3-phosphatase 1 (GPP1); FUNCTIONS IN: hydrolase activity, catalytic activity; INVOLVED IN: metabolic process; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Haloacid dehalogenase-like hydrolase (InterPro:IPR005834), HAD-superfamily hydrolase, subfamily IA, variant 3 (InterPro:IPR006402); BEST Arabidopsis thaliana protein match is: Haloacid dehalogenase-like hydrolase (HAD) superfamily protein (TAIR:AT5G57440.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",mitochondria
AT4G26210.1,"Mitochondrial ATP synthase subunit G protein; FUNCTIONS IN: hydrogen ion transmembrane transporter activity; INVOLVED IN: proton transport, ATP synthesis coupled proton transport; LOCATED IN: mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: ATPase, F0 complex, subunit G, mitochondrial (InterPro:IPR006808); BEST Arabidopsis thaliana protein match is: Mitochondrial ATP synthase subunit G protein (TAIR:AT4G29480.1); Has 96 Blast hits to 96 proteins in 21 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 93; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink).",mitochondria
AT4G26210.2,Mitochondrial ATP synthase subunit G protein,mitochondria
AT4G26910.1,Dihydrolipoamide succinyltransferase,mitochondria
AT4G26910.2,"Dihydrolipoamide succinyltransferase; FUNCTIONS IN: zinc ion binding, acyltransferase activity; INVOLVED IN: tricarboxylic acid cycle, metabolic process; LOCATED IN: mitochondrion, membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: 2-oxo acid dehydrogenase, lipoyl-binding site (InterPro:IPR003016), Dihydrolipoamide succinyltransferase (InterPro:IPR006255), 2-oxoacid dehydrogenase acyltransferase, catalytic domain (InterPro:IPR001078), Single hybrid motif (InterPro:IPR011053), Biotin/lipoyl attachment (InterPro:IPR000089); BEST Arabidopsis thaliana protein match is: Dihydrolipoamide succinyltransferase (TAIR:AT5G55070.1); Has 25893 Blast hits to 21481 proteins in 2394 species: Archae - 160; Bacteria - 15396; Metazoa - 785; Fungi - 512; Plants - 432; Viruses - 4; Other Eukaryotes - 8604 (source: NCBI BLink).",mitochondria
AT4G26910.3,Dihydrolipoamide succinyltransferase,mitochondria
AT4G26970.1,"Encodes an aconitase that can catalyze the conversion of citrate to isocitrate through a cis-aconitate intermediate, indicating that it may participate in the TCA cycle and other primary metabolic pathways. The protein is believed to accumulate in the mitochondria and the cytosol. It affects CSD2 (At2g28190 - a superoxide dismutase) transcript levels and may play a role in the response to oxidative stress. One member of the family (ACO1 - At35830) was shown to specifically bind to the 5' UTR of CSD2 in vitro.",mitochondria
AT4G28060.1,"Cytochrome c oxidase, subunit Vib family protein; FUNCTIONS IN: cytochrome-c oxidase activity; LOCATED IN: mitochondrion; CONTAINS InterPro DOMAIN/s: Cytochrome c oxidase, subunit VIb (InterPro:IPR003213); BEST Arabidopsis thaliana protein match is: Cytochrome c oxidase, subunit Vib family protein (TAIR:AT5G57815.1); Has 578 Blast hits to 578 proteins in 174 species: Archae - 0; Bacteria - 0; Metazoa - 306; Fungi - 118; Plants - 134; Viruses - 0; Other Eukaryotes - 20 (source: NCBI BLink).",mitochondria
AT4G28220.1,NAD(P)H dehydrogenase B1,peroxisome; mitochondria
AT4G28390.1,ADP/ATP carrier 3,mitochondria
AT4G28510.1,prohibitin 1 (Atphb1),mitochondria
AT4G29130.1,hexokinase 1,mitochondria
AT4G29480.1,"Mitochondrial ATP synthase subunit G protein; FUNCTIONS IN: hydrogen ion transmembrane transporter activity; INVOLVED IN: proton transport, ATP synthesis coupled proton transport; LOCATED IN: mitochondrion; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: ATPase, F0 complex, subunit G, mitochondrial (InterPro:IPR006808); BEST Arabidopsis thaliana protein match is: Mitochondrial ATP synthase subunit G protein (TAIR:AT2G19680.2); Has 96 Blast hits to 96 proteins in 21 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 93; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink).",mitochondria
AT4G30490.1,AFG1-like ATPase family protein,plastid; mitochondria
AT4G30700.1,Pentatricopeptide repeat (PPR) superfamily protein,mitochondria; mitochondria
AT4G31810.1,ATP-dependent caseinolytic (Clp) protease/crotonase family protein,mitochondria
AT4G32400.1,Mitochondrial substrate carrier family protein,mitochondria; envelope-inner-integral
AT4G32470.1,"Cytochrome bd ubiquinol oxidase, 14kDa subunit; FUNCTIONS IN: ubiquinol-cytochrome-c reductase activity; INVOLVED IN: mitochondrial electron transport, ubiquinol to cytochrome c; LOCATED IN: mitochondrion, plasma membrane, plastid, mitochondrial respiratory chain complex III, membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome d ubiquinol oxidase, 14kDa subunit (InterPro:IPR003197); BEST Arabidopsis thaliana protein match is: Cytochrome bd ubiquinol oxidase, 14kDa subunit (TAIR:AT5G25450.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",mitochondria
AT4G32915.1,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: regulation of translational fidelity; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Glu-tRNAGln amidotransferase, C s",plastid stroma; mitochondria
AT4G33010.1,glycine decarboxylase P-protein 1,mitochondria
AT4G33010.2,"glycine decarboxylase P-protein 1 (GLDP1); FUNCTIONS IN: glycine dehydrogenase (decarboxylating) activity, protein binding; INVOLVED IN: glycine catabolic process, response to cadmium ion, glycine decarboxylation via glycine cleavage system; LOCATED IN: mitochondrion, apoplast, glycine cleavage complex, chloroplast; EXPRESSED IN: 31 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Pyridoxal phosphate-dependent transferase, major domain (InterPro:IPR015424), Glycine cleavage system P-protein-like (InterPro:IPR020581), Glycine cleavage system P-protein (InterPro:IPR003437), Pyridoxal phosphate-dependent transferase, major region, subdomain 1 (InterPro:IPR015421), Glycine cleavage system P-protein, N-terminal (InterPro:IPR020580); BEST Arabidopsis thaliana protein match is: glycine decarboxylase P-protein 2 (TAIR:AT2G26080.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",mitochondria
AT4G33760.1,"tRNA synthetase class II (D, K and N) family protein",plastid stroma; mitochondria
AT4G34030.1,3-methylcrotonyl-CoA carboxylase,mitochondria
AT4G34620.1,"Encodes ribosomal protein S16, has embryo-defective lethal mutant phenotype",plastid ribosome; mitochondria
AT4G34700.1,LYR family of Fe/S cluster biogenesis protein,mitochondria
AT4G35260.1,isocitrate dehydrogenase 1,mitochondria
AT4G35460.1,NADPH-dependent thioredoxin reductase 1 (NTR1. Similar to E.coli NTR and has conserved NADPH binding domains.,mitochondria; cytosol
AT4G35830.1,"Encodes an aconitase that can catalyze the conversion of citrate to isocitrate through a cis-aconitate intermediate, indicating that it may participate in the TCA cycle and other primary metabolic pathways. The protein is believed to accumulate in the mitochondria and the cytosol. It affects CSD2 (At2g28190 - a superoxide dismutase) transcript levels and may play a role in the response to oxidative stress. This enzyme can also specifically bind to the 5' UTR of CSD2 in vitro.",mitochondria; cytosol
AT4G35830.2,aconitase 1,mitochondria; cytosol
AT4G35850.1,Pentatricopeptide repeat (PPR) superfamily protein,mitochondria
AT4G36400.1,Encodes a (D)-2-hydroxyglutarate dehydrogenase.,mitochondria
AT4G36400.2,FAD-linked oxidases family protein,mitochondria
AT4G37000.1,accelerated cell death 2 (ACD2),thylakoid; mitochondria
AT4G37040.1,methionine aminopeptidase 1D,plastid stroma; mitochondria
AT4G37840.1,Encodes a putative hexokinase.,mitochondria
AT4G37910.1,mitochondrial heat shock protein 70-1,mitochondria
AT4G37930.1,serine transhydroxymethyltransferase 1,mitochondria
AT4G38160.1,Mitochondrial transcription termination factor family protein,plastid stroma; mitochondria
AT4G38160.2,pigment defective 191 (pde191); CONTAINS InterPro DOMAIN/s: Mitochodrial transcription termination factor-related (InterPro:IPR003690); BEST Arabidopsis thaliana protein match is: Mitochondrial transcription termination factor family protein (TAIR:AT2G21710.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).,plastid stroma; mitochondria
AT4G38160.3,pigment defective 191 (pde191); FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Mitochodrial transcription termination factor-related (InterPro:IPR003690); BEST Arabidopsis thaliana protein match is: Mitochondrial transcription termination factor family protein (TAIR:AT2G21710.1).,plastid stroma; mitochondria
AT4G39660.1,alanine:glyoxylate aminotransferase 2,peroxisome; mitochondria
AT4G39690.1,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Mitochondrial inner membrane protein Mito,mitochondria
AT5G02050.1,"Mitochondrial glycoprotein family protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, mitochondrial matrix; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Mitochondrial glycoprotein (InterPro:IPR003428); BEST Arabidopsis thaliana protein match is: Mitochondrial glycoprotein family protein (TAIR:AT3G55605.1); Has 498 Blast hits to 497 proteins in 162 species: Archae - 0; Bacteria - 2; Metazoa - 46; Fungi - 134; Plants - 219; Viruses - 0; Other Eukaryotes - 97 (source: NCBI BLink).",mitochondria
AT5G03290.1,isocitrate dehydrogenase V,mitochondria
AT5G04130.1,DNA GYRASE B2,plastid nucleoid; mitochondria
AT5G06410.1,DNAJ heat shock N-terminal domain-containing protein,mitochondria
AT5G06580.1,FAD-linked oxidases family protein,mitochondria
AT5G06810.1,Mitochondrial transcription termination factor family protein,mitochondria
AT5G07320.1,Mitochondrial substrate carrier family protein,mitochondria
AT5G07440.1,Encodes the beta-subunit of the glutamate dehydrogenase. The enzyme is almost exclusively found in the mitochondria of stem and leaf companion cells.,mitochondria
AT5G07440.2,Encodes the alpha-subunit of the glutamate dehydrogenase. The enzyme is almost exclusively found in the mitochondria of stem and leaf companion cells.,mitochondria
AT5G07440.3,Encodes the alpha-subunit of the glutamate dehydrogenase. The enzyme is almost exclusively found in the mitochondria of stem and leaf companion cells.,mitochondria
AT5G07900.1,Mitochondrial transcription termination factor family protein,mitochondria
AT5G08060.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 16 growth stages; Has 42 Blast hits to 42 proteins in 17 species: Arch,mitochondria
AT5G08300.1,"Succinyl-CoA ligase, alpha subunit",mitochondria
AT5G08530.1,51 kDa subunit of complex I,mitochondria
AT5G08670.1,"Encodes the mitochondrial ATP synthase beta-subunit. This subunit is encoded by a multigene family of three members (At5g08670, At5g08680, At5g08690) that shared 98% sequence identity at the amino acid level.",mitochondria
AT5G08680.1,ATP synthase alpha/beta family protein,mitochondria
