Accession,STD Annot.,Curated Loc.
AT3G58690.1,"Protein kinase superfamily protein; FUNCTIONS IN: kinase activity; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Serine/threonine-protein kinase domain (InterPro:IPR002290), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Serine/threonine-protein kinase, active site (InterPro:IPR008271), Protein kinase-like domain (InterPro:IPR011009), Protein kinase, catalytic domain (InterPro:IPR000719), Tyrosine-protein kinase, catalytic domain (InterPro:IPR020635); BEST Arabidopsis thaliana protein match is: Protein kinase superfamily protein (TAIR:AT1G54820.1); Has 119556 Blast hits to 118228 proteins in 3954 species: Archae - 119; Bacteria - 14059; Metazoa - 43160; Fungi - 10190; Plants - 33928; Viruses - 396; Other Eukaryotes - 17704 (source: NCBI BLink).",plasma membrane
AT3G59110.1,Protein kinase superfamily protein,plasma membrane
AT3G59420.1,crinkly4,plasma membrane
AT3G61430.1,a member of the plasma membrane intrinsic protein subfamily PIP1. localizes to the plasma membrane and exhibits water transport activity in Xenopus oocyte. expressed ubiquitously and protein level decreases slightly during leaf development.,plasma membrane
AT3G61430.2,a member of the plasma membrane intrinsic protein subfamily PIP1. localizes to the plasma membrane and exhibits water transport activity in Xenopus oocyte. expressed ubiquitously and protein level decreases slightly during leaf development.,plasma membrane
AT3G61670.1,Protein of unknown function (DUF3133),plasma membrane
AT3G62150.1,P-glycoprotein 21,plasma membrane
AT4G00340.1,Encodes a receptor-like protein kinase that is expressed in roots.,plasma membrane
AT4G01330.1,Protein kinase superfamily protein,plasma membrane
AT4G02010.1,Protein kinase superfamily protein,plasma membrane
AT4G02080.1,secretion-associated RAS super family 2,plasma membrane
AT4G02520.1,Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002). The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim.,stroma; plasma membrane; cytosol
AT4G02600.1,"A member of a large family of seven-transmembrane domain proteins specific to plants, homologs of the barley mildew resistance locus o (MLO) protein. The Arabidopsis genome contains 15 genes encoding MLO proteins, with localization in plasma membrane. Phylogenetic analysis revealed four clades of closely-related AtMLO genes. ATMLO1 belongs to the clade II, with ATMLO13 and ATMLO15. The gene is expressed during early seedling growth, in root and cotyledon vascular system, in pollen and in papillae, as shown by GUS activity patterns. The expression of several phylogenetically closely-related AtMLO genes showed similar or overlapping tissue specificity and analogous responsiveness to external stimuli, suggesting functional redundancy, co-function, or antagonistic function(s).",plasma membrane
AT4G02710.1,Kinase interacting (KIP1-like) family protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 10 growth stages; CONTAINS InterPro DOMAIN/s: KIP1-like (InterPro:IPR011684); BEST Arabidopsis thaliana protein match is: kinase interacting (KIP1-like) family protein (TAIR:AT1G03080.1); Has 113312 Blast hits to 57291 proteins in 3105 species: Archae - 1581; Bacteria - 20592; Metazoa - 51557; Fungi - 9057; Plants - 6359; Viruses - 476; Other Eukaryotes - 23690 (source: NCBI BLink).,plasma membrane
AT4G04340.1,ERD (early-responsive to dehydration stress) family protein; LOCATED IN: plasma membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF221 (InterPro:IPR003864); BEST Arabidopsis thaliana protein match is: ERD (early-responsive to dehydration stress) family protein (TAIR:AT4G22120.6); Has 1468 Blast hits to 1288 proteins in 193 species: Archae - 0; Bacteria - 4; Metazoa - 185; Fungi - 720; Plants - 437; Viruses - 0; Other Eukaryotes - 122 (source: NCBI BLink).,plasma membrane
AT4G04340.2,ERD (early-responsive to dehydration stress) family protein; LOCATED IN: plasma membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF221 (InterPro:IPR003864); BEST Arabidopsis thaliana protein match is: ERD (early-responsive to dehydration stress) family protein (TAIR:AT4G22120.6); Has 1469 Blast hits to 1289 proteins in 193 species: Archae - 0; Bacteria - 4; Metazoa - 185; Fungi - 721; Plants - 437; Viruses - 0; Other Eukaryotes - 122 (source: NCBI BLink).,plasma membrane
AT4G04340.3,ERD (early-responsive to dehydration stress) family protein,plasma membrane
AT4G08850.1,Leucine-rich repeat receptor-like protein kinase family protein,plasma membrane
AT4G08850.2,Leucine-rich repeat receptor-like protein kinase family protein,plasma membrane
AT4G10730.1,Protein kinase superfamily protein,plasma membrane
AT4G12420.1,"Encodes a protein of unknown function involved in directed root tip growth. It is a member of 19-member gene family and is distantly related structurally to the multiple-copper oxidases ascorbate oxidase and laccase, though it lacks the copper-binding domains. The protein is glycosylated and GPI-anchored. It is localized to the plasma membrane and the cell wall. The gene is expressed most strongly in expanding tissues.",plasma membrane; cell wall
AT4G12420.2,Cupredoxin superfamily protein,plasma membrane; cell wall
AT4G12730.1,FASCICLIN-like arabinogalactan 2,plasma membrane
AT4G13510.1,Encodes a plasma membrane localized ammonium transporter. Contains a cytosolic trans-activation domain essential for ammonium uptake.,plasma membrane
AT4G15630.1,Uncharacterised protein family (UPF0497),plasma membrane
AT4G18290.1,potassium channel in Arabidopsis thaliana 2,plasma membrane
AT4G18760.1,receptor like protein 51 (RLP51); INVOLVED IN: signal transduction; LOCATED IN: plasma membrane; EXPRESSED IN: cultured cell; CONTAINS InterPro DOMAIN/s: Leucine-rich repeat (InterPro:IPR001611); BEST Arabidopsis thaliana protein match is: receptor like protein 55 (TAIR:AT5G45770.1); Has 79225 Blast hits to 27308 proteins in 1069 species: Archae - 23; Bacteria - 3934; Metazoa - 14197; Fungi - 996; Plants - 54596; Viruses - 12; Other Eukaryotes - 5467 (source: NCBI BLink).,plasma membrane
AT4G20260.1,"Encodes a Ca2+ and Cu2+ binding protein. N-terminal myristylation on glycine 2 appears to enable it to associate tightly with the plasma membrane. Recombinant PCaP1 interacts strongly with phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2) and PtdIns (3,4,5)P3, and weakly with PtdIns(3,5)P2 and PtdIns(4,5). It also interacts with calmodulin (CaM) in a calcium-dependent manner. CaM does not interfere with PCaP1 membrane localization but does weaken interactions between it and the PtdInsPs. PCaP1 has an apparent Kd of 10 uM for Cu2+ and can bind six ions per protein. Transcript levels for PCaP1 first fall and then rise following exposure to CuCl2. Mannitol, sorbitol, and the flg22 oligopeptide also increase expression levels.",plasma membrane
AT4G20260.2,"Encodes a Ca2+ and Cu2+ binding protein. N-terminal myristylation on glycine 2 appears to enable it to associate tightly with the plasma membrane. Recombinant PCaP1 interacts strongly with phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2) and PtdIns (3,4,5)P3, and weakly with PtdIns(3,5)P2 and PtdIns(4,5). It also interacts with calmodulin (CaM) in a calcium-dependent manner. CaM does not interfere with PCaP1 membrane localization but does weaken interactions between it and the PtdInsPs. PCaP1 has an apparent Kd of 10 uM for Cu2+ and can bind six ions per protein. Transcript levels for PCaP1 first fall and then rise following exposure to CuCl2. Mannitol, sorbitol, and the flg22 oligopeptide also increase expression levels.",plasma membrane
AT4G20260.3,plasma-membrane associated cation-binding protein 1,plasma membrane
AT4G20260.4,"Encodes a Ca2+ and Cu2+ binding protein. N-terminal myristylation on glycine 2 appears to enable it to associate tightly with the plasma membrane. Recombinant PCaP1 interacts strongly with phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2) and PtdIns (3,4,5)P3, and weakly with PtdIns(3,5)P2 and PtdIns(4,5). It also interacts with calmodulin (CaM) in a calcium-dependent manner. CaM does not interfere with PCaP1 membrane localization but does weaken interactions between it and the PtdInsPs. PCaP1 has an apparent Kd of 10 uM for Cu2+ and can bind six ions per protein. Transcript levels for PCaP1 first fall and then rise following exposure to CuCl2. Mannitol, sorbitol, and the flg22 oligopeptide also increase expression levels.",plasma membrane
AT4G20260.5,"Encodes a Ca2+ and Cu2+ binding protein. N-terminal myristylation on glycine 2 appears to enable it to associate tightly with the plasma membrane. Recombinant PCaP1 interacts strongly with phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2) and PtdIns (3,4,5)P3, and weakly with PtdIns(3,5)P2 and PtdIns(4,5). It also interacts with calmodulin (CaM) in a calcium-dependent manner. CaM does not interfere with PCaP1 membrane localization but does weaken interactions between it and the PtdInsPs. PCaP1 has an apparent Kd of 10 uM for Cu2+ and can bind six ions per protein. Transcript levels for PCaP1 first fall and then rise following exposure to CuCl2. Mannitol, sorbitol, and the flg22 oligopeptide also increase expression levels.",plasma membrane
AT4G20260.6,"Encodes a Ca2+ and Cu2+ binding protein. N-terminal myristylation on glycine 2 appears to enable it to associate tightly with the plasma membrane. Recombinant PCaP1 interacts strongly with phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2) and PtdIns (3,4,5)P3, and weakly with PtdIns(3,5)P2 and PtdIns(4,5). It also interacts with calmodulin (CaM) in a calcium-dependent manner. CaM does not interfere with PCaP1 membrane localization but does weaken interactions between it and the PtdInsPs. PCaP1 has an apparent Kd of 10 uM for Cu2+ and can bind six ions per protein. Transcript levels for PCaP1 first fall and then rise following exposure to CuCl2. Mannitol, sorbitol, and the flg22 oligopeptide also increase expression levels.",plasma membrane
AT4G21450.1,PapD-like superfamily protein,plasma membrane
AT4G21450.2,PapD-like superfamily protein,plasma membrane
AT4G22120.1,ERD (early-responsive to dehydration stress) family protein; LOCATED IN: plasma membrane; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF221 (InterPro:IPR003864); BEST Arabidopsis thaliana protein match is: ERD (early-responsive to dehydration stress) family protein (TAIR:AT4G04340.1); Has 1475 Blast hits to 1296 proteins in 202 species: Archae - 0; Bacteria - 0; Metazoa - 185; Fungi - 716; Plants - 435; Viruses - 0; Other Eukaryotes - 139 (source: NCBI BLink).,plasma membrane
AT4G22120.2,ERD (early-responsive to dehydration stress) family protein; LOCATED IN: plasma membrane; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF221 (InterPro:IPR003864); BEST Arabidopsis thaliana protein match is: ERD (early-responsive to dehydration stress) family protein (TAIR:AT4G04340.1); Has 1475 Blast hits to 1296 proteins in 202 species: Archae - 0; Bacteria - 0; Metazoa - 185; Fungi - 716; Plants - 435; Viruses - 0; Other Eukaryotes - 139 (source: NCBI BLink).,plasma membrane
AT4G22120.3,ERD (early-responsive to dehydration stress) family protein; LOCATED IN: plasma membrane; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF221 (InterPro:IPR003864); BEST Arabidopsis thaliana protein match is: ERD (early-responsive to dehydration stress) family protein (TAIR:AT4G04340.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,plasma membrane
AT4G22120.4,ERD (early-responsive to dehydration stress) family protein; LOCATED IN: plasma membrane; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF221 (InterPro:IPR003864); BEST Arabidopsis thaliana protein match is: ERD (early-responsive to dehydration stress) family protein (TAIR:AT4G04340.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,plasma membrane
AT4G22120.5,ERD (early-responsive to dehydration stress) family protein; LOCATED IN: plasma membrane; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF221 (InterPro:IPR003864); BEST Arabidopsis thaliana protein match is: ERD (early-responsive to dehydration stress) family protein (TAIR:AT4G04340.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,plasma membrane
AT4G22120.6,ERD (early-responsive to dehydration stress) family protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF221 (InterPro:IPR003864); BEST Arabidopsis thaliana protein match is: ERD (early-responsive to dehydration stress) family protein (TAIR:AT4G04340.1).,plasma membrane
AT4G22200.1,potassium transport 2/3,plasma membrane
AT4G23460.1,Adaptin family protein,plasma membrane
AT4G23760.1,Cox19-like CHCH family protein; CONTAINS InterPro DOMAIN/s: CHCH (InterPro:IPR010625); Has 3 Blast hits to 3 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 3; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,plasma membrane
AT4G24630.1,DHHC-type zinc finger family protein,plasma membrane
AT4G25240.1,SKU5 similar 1,plasma membrane
AT4G26690.1,PLC-like phosphodiesterase family protein,plasma membrane
AT4G27270.1,Quinone reductase family protein,plasma membrane
AT4G27780.1,acyl-CoA binding protein 2,plasma membrane; ER
AT4G28600.1,no pollen germination related 2,plasma membrane
AT4G29900.1,autoinhibited Ca(2+)-ATPase 10,plasma membrane
AT4G30190.1,H(+)-ATPase 2,plasma membrane
AT4G30190.2,H(+)-ATPase 2,plasma membrane
AT4G30360.1,cyclic nucleotide-gated channel 17,plasma membrane
AT4G31140.1,O-Glycosyl hydrolases family 17 protein,plasma membrane
AT4G33090.1,aminopeptidase M1,plasma membrane
AT4G33430.1,BRI1-associated receptor kinase,plasma membrane
AT4G33430.2,"Leu-rich receptor Serine/threonine protein kinase. Component of BR signaling that interacts with BRI1 in vitro and in vivo to form a heterodimer. Brassinolide-dependent association of BRI1 and BAK1 in vivo. Phosphorylation of both BRI1 and BAK1 on Thr residues was BR dependent. Although BAK1 and BRI1 alone localize in the plasma membrane, when BAK1 and BRI1 are coexpressed, the heterodimer BAK1/BRI1 they form is localized in the endosome.",plasma membrane
AT4G33700.1,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF21 (InterPro:IPR002550), Cystathionine beta-synthase, core (InterPro:IPR000644); BEST Arabidopsis thaliana protein match is: CBS domain-containing protein with a domain of unknown function (DUF21) (TAIR:AT2G14520.1); Has 13295 Blast hits to 13266 proteins in 2597 species: Archae - 106; Bacteria - 10306; Metazoa - 262; Fungi - 156; Plants - 233; Viruses - 0; Other Eukaryotes - 2232 (source: NCBI BLink).",plasma membrane
AT4G34870.1,rotamase cyclophilin 5,plasma membrane; nucleus; cytosol
AT4G35100.1,a member of the plasma membrane intrinsic protein PIP. functions as aquaporin. Salt-stress-inducible MIP,plasma membrane
AT4G35100.2,plasma membrane intrinsic protein 3,plasma membrane
AT4G35230.1,BR-signaling kinase 1,plasma membrane
AT4G35470.1,plant intracellular ras group-related LRR 4,plasma membrane
AT4G35600.1,"Encodes a receptor-like cytoplasmic kinase that acts as a spatial inhibitor of cell separation. Analysis of the cDNA previously described in Meiners et al., 1991 revealed mistakes in the predicted open reading frame.",plasma membrane
AT4G35600.2,"Encodes a receptor-like cytoplasmic kinase that acts as a spatial inhibitor of cell separation. Analysis of the cDNA previously described in Meiners et al., 1991 revealed mistakes in the predicted open reading frame.",plasma membrane
AT4G36750.1,Quinone reductase family protein,plasma membrane
AT4G36760.1,aminopeptidase P1,plasma membrane
AT4G36760.2,ATAPP1 (aminopeptidase P1),plasma membrane
AT4G38580.1,farnesylated protein 6,plasma membrane
AT4G39320.1,microtubule-associated protein-related; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 13 plant structures; EXPRESSED DURING: 6 growth stages; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,plasma membrane
AT5G02620.1,ankyrin-like1,plasma membrane
AT5G03040.1,IQ-domain 2 (iqd2); FUNCTIONS IN: calmodulin binding; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: IQ calmodulin-binding region (InterPro:IPR000048); BEST Arabidopsis thaliana protein match is: IQ-domain 1 (TAIR:AT3G09710.1); Has 1155 Blast hits to 1120 proteins in 81 species: Archae - 0; Bacteria - 2; Metazoa - 71; Fungi - 33; Plants - 987; Viruses - 0; Other Eukaryotes - 62 (source: NCBI BLink).,plasma membrane
AT5G03040.2,IQ-domain 2 (iqd2); FUNCTIONS IN: calmodulin binding; INVOLVED IN: biological_process unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: IQ calmodulin-binding region (InterPro:IPR000048); BEST Arabidopsis thaliana protein match is: IQ-domain 1 (TAIR:AT3G09710.1); Has 1155 Blast hits to 1120 proteins in 81 species: Archae - 0; Bacteria - 2; Metazoa - 71; Fungi - 33; Plants - 987; Viruses - 0; Other Eukaryotes - 62 (source: NCBI BLink).,plasma membrane
AT5G03040.3,IQ-domain 2,plasma membrane
AT5G03170.1,FASCICLIN-like arabinogalactan-protein 11,plasma membrane
AT5G03520.1,"RAB GTPase homolog 8C (RAB8C); FUNCTIONS IN: GTP binding; INVOLVED IN: protein transport, small GTPase mediated signal transduction; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ras GTPase (InterPro:IPR001806), Small GTP-binding protein (InterPro:IPR005225), Small GTPase (InterPro:IPR020851), Ras (InterPro:IPR013753), Ras small GTPase, Rab type (InterPro:IPR003579); BEST Arabidopsis thaliana protein match is: RAB GTPase homolog E1E (TAIR:AT3G09900.1); Has 29771 Blast hits to 29709 proteins in 824 species: Archae - 21; Bacteria - 191; Metazoa - 15611; Fungi - 4242; Plants - 3476; Viruses - 20; Other Eukaryotes - 6210 (source: NCBI BLink).",plasma membrane; golgi; cytosol
AT5G03520.2,"RAB GTPase homolog 8C (RAB8C); FUNCTIONS IN: GTP binding; INVOLVED IN: protein transport, small GTPase mediated signal transduction; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ras GTPase (InterPro:IPR001806), Small GTP-binding protein (InterPro:IPR005225), Small GTPase (InterPro:IPR020851), Ras (InterPro:IPR013753), Ras small GTPase, Rab type (InterPro:IPR003579); BEST Arabidopsis thaliana protein match is: RAB GTPase homolog E1E (TAIR:AT3G09900.1); Has 25713 Blast hits to 25688 proteins in 729 species: Archae - 2; Bacteria - 99; Metazoa - 13473; Fungi - 3651; Plants - 2845; Viruses - 20; Other Eukaryotes - 5623 (source: NCBI BLink).",plasma membrane; golgi; cytosol
AT5G05010.1,"clathrin adaptor complexes medium subunit family protein; INVOLVED IN: intracellular protein transport, transport, vesicle-mediated transport; LOCATED IN: membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Clathrin adaptor, mu subunit, C-terminal (InterPro:IPR008968), Longin-like (InterPro:IPR011012); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",plasma membrane
AT5G05010.2,clathrin adaptor complexes medium subunit family protein,plasma membrane
AT5G05170.1,Cellulose synthase family protein,plasma membrane
AT5G06320.1,"encodes a protein whose sequence is similar to tobacco hairpin-induced gene (HIN1) and Arabidopsis non-race specific disease resistance gene (NDR1). Expression of this gene is induced by cucumber mosaic virus, spermine and Pseudomonas syringae pv. tomato DC3000. The gene product is localized to the plasma membrane.",plasma membrane
AT5G07910.1,Leucine-rich repeat (LRR) family protein,plasma membrane
AT5G08080.1,member of SYP13 Gene Family,plasma membrane
AT5G08080.2,member of SYP13 Gene Family,plasma membrane
AT5G08080.3,member of SYP13 Gene Family,plasma membrane
AT5G09870.1,cellulose synthase 5,plasma membrane
AT5G10020.1,Leucine-rich receptor-like protein kinase family protein,plasma membrane
AT5G10020.2,Leucine-rich receptor-like protein kinase family protein,plasma membrane
AT5G10470.1,kinesin like protein for actin based chloroplast movement 1,plasma membrane; cytosol
AT5G10470.2,Kinesin that binds cyclin-dependent kinase CDKA;1 as homodimer or as heterodimer with KCA2. Demarcates the division site in plant cells.,plasma membrane; cytosol
AT5G12080.1,"mechanosensitive channel of small conductance-like 10 (MSL10); FUNCTIONS IN: mechanically-gated ion channel activity; INVOLVED IN: detection of mechanical stimulus; LOCATED IN: plasma membrane, membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Membrane protein, At2g17000, predicted (InterPro:IPR016688), Mechanosensitive ion channel MscS (InterPro:IPR006685), Like-Sm ribonucleoprotein (LSM)-related domain (InterPro:IPR010920); BEST Arabidopsis thaliana protein match is: mechanosensitive channel of small conductance-like 9 (TAIR:AT5G19520.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",plasma membrane
AT5G12080.2,"mechanosensitive channel of small conductance-like 10 (MSL10); FUNCTIONS IN: mechanically-gated ion channel activity; INVOLVED IN: detection of mechanical stimulus; LOCATED IN: plasma membrane, membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Membrane protein, At2g17000, predicted (InterPro:IPR016688), Like-Sm ribonucleoprotein (LSM)-related domain (InterPro:IPR010920), Mechanosensitive ion channel MscS (InterPro:IPR006685); BEST Arabidopsis thaliana protein match is: mechanosensitive channel of small conductance-like 9 (TAIR:AT5G19520.1); Has 3162 Blast hits to 3155 proteins in 988 species: Archae - 147; Bacteria - 2129; Metazoa - 0; Fungi - 206; Plants - 206; Viruses - 0; Other Eukaryotes - 474 (source: NCBI BLink).",plasma membrane
AT5G12080.3,mechanosensitive channel of small conductance-like 10,plasma membrane
AT5G13290.1,Protein kinase superfamily protein,plasma membrane
AT5G13290.2,"Encodes a protein with predicted Ser/Thr kinase activity and membrane localization that is involved in the CLV3 signaling pathway that represses WUS expression in the meristem. Loss of function of CRN can suppress the phenotype caused by overexpression of CLV3. SOL2 isolated as a suppressor of root- specific overexpression of CLE19, a clavata3 like gene. sol2 partially suppresses the short root phenotype caused by CLE19 overexpression. Mutant flowers have extra carpels.",plasma membrane
AT5G14720.1,Protein kinase superfamily protein,plasma membrane
AT5G14870.1,Encodes a member of the cyclic nucleotide gated channel family that is asymmetrically localized to the plasma membrane at the growing tip of the pollen tube and is involved in pollen tube growth. It likely directly transduces a cNMP signal into an ion flux that can produce a localized signal capable of regulating the pollen tip-growth machinery.,plasma membrane
AT5G15350.1,early nodulin-like protein 17,plasma membrane
AT5G15650.1,reversibly glycosylated polypeptide 2,plasma membrane; golgi
AT5G16590.1,Leucine-rich repeat protein kinase family protein,plasma membrane
AT5G18610.1,"Protein kinase superfamily protein; FUNCTIONS IN: protein serine/threonine kinase activity, protein kinase activity, kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: plasma membrane; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: Protein kinase superfamily protein (TAIR:AT5G13160.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",plasma membrane
AT5G19450.1,"calcium-dependent protein kinase (CDPK19) mRNA, complete",plasma membrane
AT5G19450.2,calcium-dependent protein kinase 19,plasma membrane
AT5G24010.1,Protein kinase superfamily protein,plasma membrane
AT5G24030.1,SLAC1 homologue 3,plasma membrane
AT5G24430.1,Calcium-dependent protein kinase (CDPK) family protein,plasma membrane
AT5G25090.1,early nodulin-like protein 13,plasma membrane
AT5G26340.1,Major facilitator superfamily protein,plasma membrane
AT5G36260.1,Eukaryotic aspartyl protease family protein,plasma membrane
AT5G38480.1,"general regulatory factor, a 14-3-3 gene",plasma membrane; cytosol
AT5G38480.2,"general regulatory factor, a 14-3-3 gene",plasma membrane; cytosol
AT5G38560.1,Protein kinase superfamily protein,plasma membrane
AT5G41800.1,Transmembrane amino acid transporter family protein,plasma membrane
AT5G42080.1,dynamin-like protein,thylakoid; plasma membrane; cytosol
AT5G42080.2,dynamin-like protein,thylakoid; plasma membrane; cytosol
AT5G42080.3,"Encodes a dynamin-like protein related to phragmoplastin. Mutations in this gene, in combination with mutation in ADL1E, result in defects in embryogenesis, cell plate formation and trichome branching. Also controls vascular patterning in combination with VAN3 and GNOM. DRP2B and DRP1A participate together in clathrin-coated vesicle formation during endocytosis.",thylakoid; thylakoid; plasma membrane; cytosol
AT5G43310.1,"COP1-interacting protein-related; LOCATED IN: plasma membrane, membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: COP1-interacting protein 7 (TAIR:AT4G27430.2); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",plasma membrane
AT5G43310.2,COP1-interacting protein-related,plasma membrane
AT5G43310.3,COP1-interacting protein-related; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: COP1-interacting protein 7 (TAIR:AT4G27430.2).,plasma membrane
AT5G43310.4,COP1-interacting protein-related; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: COP1-interacting protein 7 (TAIR:AT4G27430.2).,plasma membrane
AT5G44130.1,"FASCICLIN-like arabinogalactan protein 13 precursor (FLA13); FUNCTIONS IN: molecular_function unknown; LOCATED IN: anchored to plasma membrane, plasma membrane, anchored to membrane, plant-type cell wall; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: FAS1 domain (InterPro:IPR000782); BEST Arabidopsis thaliana protein match is: FASCICLIN-like arabinoogalactan 9 (TAIR:AT1G03870.1); Has 960 Blast hits to 947 proteins in 155 species: Archae - 12; Bacteria - 234; Metazoa - 13; Fungi - 0; Plants - 680; Viruses - 0; Other Eukaryotes - 21 (source: NCBI BLink).",plasma membrane
